DocId,Date,Title,Source,Year
1535759003,19460728,A Bird's-Eye View,South China Morning Post Ltd.,1946
1321536265,19280304,Display Ad 40 -- No Title,The China Press,1928
1321997356,19290404,Display Ad 37 -- No Title,The China Press,1929
1324940019,19191201,THE NAGASAKI HOTEL,The Shanghai Times,1919
1319915996,19290608,Display Ad 7 -- No Title,The China Weekly Review,1929
1416475475,19331020,Display Ad 27 -- No Title,The China Press,1933
1498967912,19120228,LARK & CO SCIENTIFIC OPTICIANS,South China Morning Post Ltd.,1912
1766780188,19510218,"DAVIE, BOAG & CO., LTD.",South China Morning Post Ltd.,1951
1754567388,19290304,"MUSTARD & CO., LTD.",South China Morning Post Ltd.,1929
1498947613,19111204,THE ROBERT DOLLAR Co.,South China Morning Post Ltd.,1911
1499380750,19190711,TRICKS OF FIREMEN'S DOG,South China Morning Post Ltd.,1919
1498965525,19120219,"THE ROBERT DOLLAR Co., SOLE AGENTS, HOTEL MANSIONS",South China Morning Post Ltd.,1912
1498683730,19070810,Article 1 -- No Title,South China Morning Post Ltd.,1907
1498682073,19070827,AN HONEST DEBTOR,South China Morning Post Ltd.,1907
1498952430,19120129,SAINT-RAPHAEL,South China Morning Post Ltd.,1912
1499966738,19250306,"HONGKONG & CHINA GAS CO., LTD.",South China Morning Post Ltd.,1925
1538758928,19250316,"HONGKONG & CHINA GAS CO., LTD.",South China Morning Post Ltd.,1925
1499994422,19250527,WHITE HORSE,South China Morning Post Ltd.,1925
1754570117,19290319,"A. WEILL, succr., Sennet Freres",South China Morning Post Ltd.,1929
1499682407,19260605,A TYPEWRITER STORY,South China Morning Post Ltd.,1926
1754579365,19290406,"CA[?]DBECK, MACGREGOR & Co., Ltd.",South China Morning Post Ltd.,1929
1760130579,19400126,CHASE & SANBORN COFFEE,South China Morning Post Ltd.,1940
1369469077,19010306,Display Ad 15 -- No Title,The North China Herald,1901
1321532349,19281205,Display Ad 21 -- No Title,The China Press,1928
1499998098,19250609,"S. MOUTRIE & Co., Ltd.",South China Morning Post Ltd.,1925
1499948538,19241213,Carnation Milk,South China Morning Post Ltd.,1924
1499384780,19190821,Front Page 1 -- No Title,South China Morning Post Ltd.,1919
1499963600,19250304,"HONGKONG & CHINA GAS CO., LTD.",South China Morning Post Ltd.,1925
1757490210,19331222,Article 10 -- No Title,South China Morning Post Ltd.,1933
1757020604,19310109,Your old recipes Grow Young with this new Seasoning,South China Morning Post Ltd.,1931
1756780777,19300806,THE COLONIAL DISPENSARY,South China Morning Post Ltd.,1930
1760490620,19391220,GORDON SELFRIDGE,South China Morning Post Ltd.,1939
1760474686,19390926,Br[?],South China Morning Post Ltd.,1939
1759711337,19360617,MAN HING TAILOR,South China Morning Post Ltd.,1936
1766469633,19480923,CHINA SOAP COMPANY LTD.,South China Morning Post Ltd.,1948
1420001771,19260102,JAPANESE TROUBLE IN HUNAN,The North China Herald,1926
1499024939,19130610,LEARNING LANGUAGES,South China Morning Post Ltd.,1913
1371567585,19320116,Stalin Upbraids Young Prof For Questioning Lenin's Orthodoxy,The China Press,1932
1426815583,19320412,DOUBLE SUICIDE AGREEMENT,The North China Herald,1932
1416741351,19370604,Hathaway To Leave L. A. For Morocco,The China Press,1937
1535759163,19461021,PRICES MARKED,South China Morning Post Ltd.,1946
1554247504,19290615,ARMY STORES,South China Morning Post Ltd.,1929
1755498036,19280802,DOG-OWNERS FINED,South China Morning Post Ltd.,1928
1499972206,19250310,BAY VIEW ROBBERY,South China Morning Post Ltd.,1925
1498567554,19051122,CRIMINAL SESSIONS,South China Morning Post Ltd.,1905
1371288777,19020514,HANYANG,The North China Herald,1902
1760151883,19400326,FOOD PROFITEERING,South China Morning Post Ltd.,1940
1759918522,19381104,THEFT OF REGISTERS,South China Morning Post Ltd.,1938
1760406705,19390526,CURRENT COMMENT,South China Morning Post Ltd.,1939
1766344633,19470429,KEROSENE STORAGE,South China Morning Post Ltd.,1947
1764577929,19471220,A Bird's-Eye View,South China Morning Post Ltd.,1947
1759767102,19370209,MASTER-FORGER,South China Morning Post Ltd.,1937
1499232162,19171001,THEFT OF CLOCKS,South China Morning Post Ltd.,1917
1499382200,19190630,Article 5 -- No Title,South China Morning Post Ltd.,1919
1499179945,19141124,GERMAN FICTION CAMPAIGN,South China Morning Post Ltd.,1914
1499111244,19140521,OFFENSIVE TRADE,South China Morning Post Ltd.,1914
1499923318,19240818,WALL STREET SPECULATORS,South China Morning Post Ltd.,1924
1756803439,19301030,SOUTHEND INCIDENT,South China Morning Post Ltd.,1930
1371079311,19200515,STUDENTS' NEWSPAPER PROSECUTION,The North China Herald,1920
1369909692,19191227,Article 5 -- No Title,The North China Herald,1919
1759790505,19370514,Article 4 -- No Title,South China Morning Post Ltd.,1937
1371070208,19181123,Article 25 -- No Title,The North China Herald,1918
1499660105,19260317,ROBBERIES,South China Morning Post Ltd.,1926
1499883761,19240414,Article 4 -- No Title,South China Morning Post Ltd.,1924
1538754978,19230315,AN ALLEGED MURDERER,South China Morning Post Ltd.,1923
1759802051,19370705,WOMAN'S GRATITUDE,South China Morning Post Ltd.,1937
1760425239,19390309,BYSTANDER KILLED,South China Morning Post Ltd.,1939
1759870790,19371013,LOCAL ESTATES,South China Morning Post Ltd.,1937
1760403764,19390303,WOMAN'S SUICIDE,South China Morning Post Ltd.,1939
1765570456,19510803,Four Men To Stand Trial,South China Morning Post Ltd.,1951
1768714183,19521210,Murdered By Mau Mau Terrorists,South China Morning Post Ltd.,1952
1766475660,19481009,TERRORIST SHOT,South China Morning Post Ltd.,1948
1425764779,19311123,Display Ad 5 -- No Title,The China Press,1931
1371493419,19360411,Display Ad 11 -- No Title,The China Weekly Review,1936
1416613008,19311228,Display Ad 4 -- No Title,The China Press,1931
1416534989,19350924,Body Of Chinese Tennis Star Found In Hudson River,The China Press,1935
1371715748,19321006,Other 9 -- No Title,The China Press,1932
1425784880,19321202,Cupid's Decathlon,The China Press,1932
1754565705,19290221,"THE HONGKONG & SHANGHAI HOTELS, LTD.",South China Morning Post Ltd.,1929
1538796541,19390415,STRAWBERRIES,South China Morning Post Ltd.,1939
1499255023,19180316,Article 1 -- No Title,South China Morning Post Ltd.,1918
1756788408,19300826,Thompson's MALTED MILK,South China Morning Post Ltd.,1930
1756806074,19301110,Thompson's MALTED MILK,South China Morning Post Ltd.,1930
1499984108,19250508,DAW SEN & CO'S,South China Morning Post Ltd.,1925
1498966590,19120322,"[?]LARK & CO SCIENTIFIC OPTICIANS YORK BLDGS, CHATER RD HONGKONG",South China Morning Post Ltd.,1912
1498825365,19090830,SATURDAY'S FIRES,South China Morning Post Ltd.,1909
1499221050,19151028,Article 1 -- No Title,South China Morning Post Ltd.,1915
1499996407,19250613,You can enjoy This!,South China Morning Post Ltd.,1925
1499956690,19250205,Carnation Milk,South China Morning Post Ltd.,1925
1756815862,19301203,AJI-NO-MOTO [?],South China Morning Post Ltd.,1930
1759672206,19350719,FLEURE D'AMOUR FACE POWDER,South China Morning Post Ltd.,1935
1369508775,19000808,Display Ad 5 -- No Title,The North China Herald,1900
1370952716,19000926,Display Ad 8 -- No Title,The North China Herald,1900
1499957333,19250225,"HONGKONG amp; CHINA GAS CO., LTD.",South China Morning Post Ltd.,1925
1499996291,19250612,Victrola,South China Morning Post Ltd.,1925
1754561124,19290209,SENNET FRERES,South China Morning Post Ltd.,1929
1754558393,19290206,SENNET FRERES,South China Morning Post Ltd.,1929
1754572172,19290322,SENNET FRERES,South China Morning Post Ltd.,1929
1754569308,19290308,"MUSTARD & CO., Ltd.",South China Morning Post Ltd.,1929
1756761223,19300423,SENNET FRERES,South China Morning Post Ltd.,1930
1759580811,19351206,"LANE, CRAWFORD, LTD.",South China Morning Post Ltd.,1935
1764511172,19401220,Chase & Sanborn Coffee,South China Morning Post Ltd.,1940
1759360802,19340126,Naval Volunteers,South China Morning Post Ltd.,1934
1759718547,19360625,"GILMAN & CO., LTD.",South China Morning Post Ltd.,1936
1766564068,19500208,SHIP'S WORKER,South China Morning Post Ltd.,1950
1766386842,19490803,"AUW PIT SENG'S TRADING CO., LTD.",South China Morning Post Ltd.,1949
1766571927,19491228,ALWAYS USE KINGSFORD'S CORN STARCM,South China Morning Post Ltd.,1949
1498568262,19051122,Editorial Article 1 -- No Title,South China Morning Post Ltd.,1905
1321998488,19270105,In The Primitive Art Shop,The China Press,1927
1416614077,19321016,Sutton Loses Appeal,The China Press,1932
1754412478,19271103,STOLEN SHARK'S FINS,South China Morning Post Ltd.,1927
1499918226,19240708,INDECENT STORIES,South China Morning Post Ltd.,1924
1757324207,19310814,THE BASEL EXPRESS,South China Morning Post Ltd.,1931
1499889354,19240510,FORGED NOTES,South China Morning Post Ltd.,1924
1324920114,19190619,Display Ad 25 -- No Title,The Shanghai Times,1919
1369860533,19150410,A POLITICAL RIOT IN PORTUGAL,The North China Herald,1915
1499950190,19241227,RINGING THE CHANGES,South China Morning Post Ltd.,1924
1499471040,19210524,A YAUMATI ROBBERY,South China Morning Post Ltd.,1921
1535757302,19460804,POET'S CORNER,South China Morning Post Ltd.,1946
1535694894,19451205,MILITARY JACK BOOTS,South China Morning Post Ltd.,1945
1759957358,19380107,BOUGHT CYCLE CHEAP,South China Morning Post Ltd.,1938
1766372392,19470619,SHOT JAPANESE GIRL,South China Morning Post Ltd.,1947
1765458592,19510407,Exploration Uncalled For,South China Morning Post Ltd.,1951
1766334503,19470302,CHOCOLATE BARS,South China Morning Post Ltd.,1947
1766416783,19491023,PROFITEERING,South China Morning Post Ltd.,1949
1766548688,19491209,INVALID CHEQUE,South China Morning Post Ltd.,1949
1766448153,19480620,Carrier,South China Morning Post Ltd.,1948
1766568051,19500216,SHAUKIWAN FIGHT,South China Morning Post Ltd.,1950
1766679556,19500909,POLISH REFUGEE,South China Morning Post Ltd.,1950
1371742076,19350308,Mushrooms At Family Dinner Are Delicacy,The China Press,1935
1371706544,19311219,Display Ad 3 -- No Title,The China Press,1931
1538771507,19291015,FAMILY JUSTICE,South China Morning Post Ltd.,1929
1499879284,19231117,LITTLE LORD FAUNTLEROY,South China Morning Post Ltd.,1923
1535685324,19451001,WHITE SUGAR SHORTAGE,South China Morning Post Ltd.,1945
1498939752,19111018,"THE OXYGEN & DRUM Co., Ltd., OF LONDON",South China Morning Post Ltd.,1911
1499039034,19130909,KILLING OF JAPANESE,South China Morning Post Ltd.,1913
1498644328,19070206,WANT ADS.,South China Morning Post Ltd.,1907
1498945831,19111113,PFLEIDERER & JENKINSON,South China Morning Post Ltd.,1911
1754548419,19290121,"HONGKONG REALTY & TRUST Company, Limited",South China Morning Post Ltd.,1929
1756802435,19301016,Thompson's MALTED MILK,South China Morning Post Ltd.,1930
1754569222,19290313,"MUSTARD & CO., LTD.",South China Morning Post Ltd.,1929
1756802731,19301028,Thompson's MALTED MIlK,South China Morning Post Ltd.,1930
1757413839,19321207,Quaker Oats,South China Morning Post Ltd.,1932
1760415233,19390527,Taste that flavour from,South China Morning Post Ltd.,1939
1756792566,19300925,VINCENTE ATIENZA & CO.,South China Morning Post Ltd.,1930
1756771323,19300619,CATHAY HOTEL,South China Morning Post Ltd.,1930
1369855960,19100909,Display Ad 15 -- No Title,The North China Herald,1910
1324725505,19200311,Display Ad 8 -- No Title,The Shanghai Times,1920
1754551349,19290202,SENNET FRERES,South China Morning Post Ltd.,1929
1695819635,19301230,HARWOOD,South China Morning Post Ltd.,1930
1756809159,19301126,The Colonial Dispensary,South China Morning Post Ltd.,1930
1754572925,19290323,SENNET FRERES,South China Morning Post Ltd.,1929
1757051910,19310411,LOCAL ESTATES,South China Morning Post Ltd.,1931
1538774349,19300616,AJI-NO-MOTO,South China Morning Post Ltd.,1930
1754550242,19290118,"HONGKONG REALTY & TRUST Company, Limited",South China Morning Post Ltd.,1929
1499994395,19250525,DONNELLY & WHYTE,South China Morning Post Ltd.,1925
1756762401,19300502,SENNET FRERES,South China Morning Post Ltd.,1930
1500410139,19290311,"MUSTARD & Co., Ltd.",South China Morning Post Ltd.,1929
1754580004,19290405,YEE SANG FAT Co.,South China Morning Post Ltd.,1929
1756957962,19300327,SENNET FRERES,South China Morning Post Ltd.,1930
1756756793,19300313,AJI-NO-MOTO ESSENCE OF TASTE,South China Morning Post Ltd.,1930
1760136769,19400216,MOTOR CAR CO.,South China Morning Post Ltd.,1940
1759699452,19360313,PHILCO,South China Morning Post Ltd.,1936
1764554172,19470909,AVOSET,South China Morning Post Ltd.,1947
1757018887,19310101,SENNET FRERES,South China Morning Post Ltd.,1931
1764564034,19471104,AVOSET,South China Morning Post Ltd.,1947
1760405488,19390427,CAR FALLS OVER CLIFF,South China Morning Post Ltd.,1939
1764489410,19400920,FOOD REGULATIONS,South China Morning Post Ltd.,1940
1766369328,19470828,AVOSET,South China Morning Post Ltd.,1947
1766695013,19501019,Must Be Bit Of Humorist,South China Morning Post Ltd.,1950
1418964070,19271015,Good Manners,The North China Herald,1927
1371466759,19340324,U. S. Embassy and Consular Staff in the Soviet Union,The China Weekly Review,1934
1425402387,19131011,CRUELTY TO ANIMALS,The North China Herald,1913
1425377921,19200117,B.A.T. Cigarette Trade Marks Imitated,The Shanghai Gazette,1920
1420018595,19270827,Letter to the Editor 6 -- No Title,The North China Herald,1927
1498596989,19060310,CHILDREN AS CUSTOMERS,South China Morning Post Ltd.,1906
1498574880,19051207,LIFE IN THE POLICE COURT,South China Morning Post Ltd.,1905
1499103265,19140422,THE GOLDEN FLEECE,South China Morning Post Ltd.,1914
1499207271,19150705,NOVEL RECRUITING METHODS,South China Morning Post Ltd.,1915
1369884105,19140718,BRUTAL ARMED ROBBERY,The North China Herald,1914
1759676862,19351021,CRUELTY TO BIRDS,South China Morning Post Ltd.,1935
1369468920,19010130,Correspondence,The North China Herald,1901
1418963483,19271224,RUNNING CHASE FOR ARMED ROBBERS,The North China Herald,1927
1500238794,19271013,WITH CHICKORY,South China Morning Post Ltd.,1927
1766488597,19480908,RAPE ALLEGED,South China Morning Post Ltd.,1948
1425375612,19200224,Paris Store Rents Shirts and Collars,The Shanghai Gazette,1920
1416440353,19320310,Robbers Extort $653 From Shops,The China Press,1932
1416705018,19350827,U.S. Farm Bonds To Go To Highest Bidder,The China Press,1935
1756805140,19301104,ARSON CONSPIRACY CHARGE,South China Morning Post Ltd.,1930
1538784957,19360815,CORRESPONDENCE,South China Morning Post Ltd.,1936
1498684256,19070805,NEWS FROM ADEN,South China Morning Post Ltd.,1907
1498789372,19090330,CORRESPONDENCE,South China Morning Post Ltd.,1909
1498591720,19060129,LIFE IN THE POLICE COURT,South China Morning Post Ltd.,1906
1498721146,19080527,THE HANKOW RIOTS,South China Morning Post Ltd.,1908
1755504680,19280822,DOUBLE MURDER,South China Morning Post Ltd.,1928
1696069697,19520710,RIOTING IN S. AFRICA,South China Morning Post Ltd.,1952
1371071755,19190628,Article 16 -- No Title,The North China Herald,1919
1766313595,19410804,CHARGE NOT PROVED,South China Morning Post Ltd.,1941
1425817206,19350813,"Chinese Draws Three Months In Jail, But Nothing In Lottery",The China Press,1935
1369945143,19200731,Article 14 -- No Title,The North China Herald,1920
1371077419,19200417,Article 13 -- No Title,The North China Herald,1920
1499798102,19230907,LIFE IN CANTON,South China Morning Post Ltd.,1923
1764512789,19401225,FORGED BANKNOTE,South China Morning Post Ltd.,1940
1760137206,19400221,PRISON FOR FRAUD,South China Morning Post Ltd.,1940
1759721818,19360708,Article 8 -- No Title,South China Morning Post Ltd.,1936
1759693955,19360317,Article 3 -- No Title,South China Morning Post Ltd.,1936
1759645456,19350426,FATAL ACCIDENT,South China Morning Post Ltd.,1935
1757386093,19320621,Article 3 -- No Title,South China Morning Post Ltd.,1932
1759677338,19360111,DRUGS IN PILLS,South China Morning Post Ltd.,1936
1766678880,19500902,Ammunition Seized In Police Raid,South China Morning Post Ltd.,1950
1766316657,19410708,KEROSENE EXPORTS,South China Morning Post Ltd.,1941
1766362109,19470520,GAOLED FOR ASSAULT,South China Morning Post Ltd.,1947
1321510584,19260421,Display Ad 7 -- No Title,The China Press,1926
1416456350,19330317,Display Ad 33 -- No Title,The China Press,1933
1371471270,19360314,Display Ad 7 -- No Title,The China Weekly Review,1936
1420039297,19311020,HEN PHEASANTS,The North China Herald,1931
1371490300,19350622,Display Ad 8 -- No Title,The China Weekly Review,1935
1321470132,19280112,DESERTERS EXECUTED,The China Press,1928
1418970045,19360603,"""Rare and Refreshing Fruit""",The North China Herald,1936
1416563861,19360923,Other 12 -- No Title,The China Press,1936
1756804210,19301030,Thompson's MALTED MILK,South China Morning Post Ltd.,1930
1754570375,19290314,"CALDBECK, MACGREGOR & Co., Ltd.",South China Morning Post Ltd.,1929
1756781832,19300812,Thompson's MALTED MILK,South China Morning Post Ltd.,1930
1754565718,19290220,"N. S. MOSES & CO., LTD.",South China Morning Post Ltd.,1929
1754579301,19290404,"CALDBECK, MACGREGOR & Co., Ltd.",South China Morning Post Ltd.,1929
1754551688,19290201,"Mustard & Co., Ltd.",South China Morning Post Ltd.,1929
1498943951,19111025,"The Asiatic Petroleum Co., Ltd.",South China Morning Post Ltd.,1911
1498613642,19060714,Our Daily Magazine,South China Morning Post Ltd.,1906
1756780724,19300807,Thompson's MALTED MILK,South China Morning Post Ltd.,1930
1756816274,19301202,MAJESTIC THEATRE,South China Morning Post Ltd.,1930
1756765641,19300514,D. CHELLARAM,South China Morning Post Ltd.,1930
1757019515,19310107,"MUSTARD & CO., LTD.",South China Morning Post Ltd.,1931
1369481780,19010717,Display Ad 7 -- No Title,The North China Herald,1901
1321337844,19290730,Display Ad 4 -- No Title,The China Press,1929
1369534424,19230922,Article 8 -- No Title,The North China Herald,1923
1369922261,19000704,Display Ad 8 -- No Title,The North China Herald,1900
1371758533,19360516,Display Ad 19 -- No Title,The China Press,1936
1499937653,19241101,L. Y. SAN & CO.,South China Morning Post Ltd.,1924
1756809252,19301125,H. HONDA & CO.,South China Morning Post Ltd.,1930
1756771445,19300617,H. HONDA & CO.,South China Morning Post Ltd.,1930
1756957014,19300329,SENNET FRERES,South China Morning Post Ltd.,1930
1754565727,19290222,Tabaqueria Filipina,South China Morning Post Ltd.,1929
1499936667,19241011,Carnation Milk,South China Morning Post Ltd.,1924
1754569106,19290309,"CALDBECK, MACGREGOR & CO., Ltd.",South China Morning Post Ltd.,1929
1538798180,19390715,ROYAL CHOCOLATE PUDDING,South China Morning Post Ltd.,1939
1756788868,19300827,SENNET FRERES,South China Morning Post Ltd.,1930
1756791896,19300918,CATHAY HOTEL,South China Morning Post Ltd.,1930
1759710428,19360511,THE GLOUCESTER HOTEL,South China Morning Post Ltd.,1936
1756785506,19300820,SENNET FRERES,South China Morning Post Ltd.,1930
1756963737,19300718,A. MING & CO.,South China Morning Post Ltd.,1930
1757390643,19320803,PHARMACY,South China Morning Post Ltd.,1932
1760396736,19390403,TRAIL OF OIL,South China Morning Post Ltd.,1939
1764554623,19470925,ON MENACES CHARGE,South China Morning Post Ltd.,1947
1766453395,19480605,H. CORRA LTD.,South China Morning Post Ltd.,1948
1766426158,19480522,H. CORRA LTD.,South China Morning Post Ltd.,1948
1766460993,19480730,AVOSET,South China Morning Post Ltd.,1948
1764567500,19471202,AVOSET,South China Morning Post Ltd.,1947
1419963046,19250411,THE FUTURE OF CHINA TEA,The North China Herald,1925
1499643228,19221227,ROBBERY EPIDEMIC,South China Morning Post Ltd.,1922
1371423611,19350904,DOUGLAS PLAN TO BE FOLLOWED IN ALBERTA,The North China Herald,1935
1416700108,19350620,"Olive-Eater Attempts Holdup; Fails, Flees",The China Press,1935
1321524386,19290130,Money Stolen,The China Press,1929
1324781754,19250415,Opium And Arms Possession Charged,The China Press,1925
1416638732,19330505,Alleged Stocking Dealer Convicted For Fraud,The China Press,1933
1324826858,19180706,THREATENING LETTER WRITERS,The Shanghai Times,1918
1756801735,19301022,KING'S EVIDENCE,South China Morning Post Ltd.,1930
1499247542,19171113,DEATH OF DOLLY TESTER,South China Morning Post Ltd.,1917
1499624417,19220328,AN INGENIOUS THEFT,South China Morning Post Ltd.,1922
1321347360,19280412,STOLE BLANKETS,The China Press,1928
1369533770,19230728,DRUG SELLER FINED,The North China Herald,1923
1757419577,19330110,ONLY A CHANGE,South China Morning Post Ltd.,1933
1757049588,19310402,MYSTERIOUS MURDER,South China Morning Post Ltd.,1931
1369867696,19190111,Article 8 -- No Title,The North China Herald,1919
1757459328,19330825,Article 7 -- No Title,South China Morning Post Ltd.,1933
1757464578,19330901,A ROLL OF LEAD,South China Morning Post Ltd.,1933
1764536296,19410219,ILLEGAL LOTTERY,South China Morning Post Ltd.,1941
1759616793,19350906,MOUSE IN BREAD,South China Morning Post Ltd.,1935
1766344328,19470602,FRENCH ECONOMY,South China Morning Post Ltd.,1947
1766349465,19470507,DISAPPEARING RING,South China Morning Post Ltd.,1947
1759671009,19351004,YOUTH GIVEN CHANCE,South China Morning Post Ltd.,1935
1766418114,19480311,Trouble On A Ship,South China Morning Post Ltd.,1948
1766309421,19410624,SHOPKEEPERS DUPED,South China Morning Post Ltd.,1941
1766334276,19470411,RADIO THEFT ECHO,South China Morning Post Ltd.,1947
1321968625,19300311,Display Ad 26 -- No Title,The China Press,1930
1371578948,19331215,Young Marshal First Coming To Shanghai,The China Press,1933
1416718920,19360220,In Lighter Vein,The China Press,1936
1416456747,19330317,Display Ad 34 -- No Title,The China Press,1933
1324846866,19300328,Display Ad 32 -- No Title,The China Press,1930
1416643549,19331012,In Lighter Vein,The China Press,1933
1371491534,19350706,Display Ad 6 -- No Title,The China Weekly Review,1935
1425878361,19001121,Display Ad 9 -- No Title,The North China Herald,1900
1371652748,19311207,Display Ad 5 -- No Title,The China Press,1931
1321965686,19300305,Display Ad 27 -- No Title,The China Press,1930
1766768323,19520525,Pencil Holder,South China Morning Post Ltd.,1952
1756788349,19300828,Thompson's MALTED MILK,South China Morning Post Ltd.,1930
1756763454,19300507,NESTLE'S MILK CHOCOLATE CROQUETTES,South China Morning Post Ltd.,1930
1756959852,19300421,SENNET FRERES,South China Morning Post Ltd.,1930
1499470388,19200728,BOBETTE,South China Morning Post Ltd.,1920
1754552189,19290130,"Mustard & Co., Ltd.",South China Morning Post Ltd.,1929
1499931753,19240924,THE WORLD THEATRE,South China Morning Post Ltd.,1924
1756797958,19301008,"BRADLEY & CO., LTD.",South China Morning Post Ltd.,1930
1498623049,19060828,WHAT THE BLIND READ,South China Morning Post Ltd.,1906
1498939599,19111023,"THE OXYGEN & DRUM Co., Ltd., OF LONDON",South China Morning Post Ltd.,1911
1498952657,19111220,THOS. COOK & SON,South China Morning Post Ltd.,1911
1498976189,19120702,LABBY'S PREDICAMENT,South China Morning Post Ltd.,1912
1498968412,19120306,A. TACK & Co.,South China Morning Post Ltd.,1912
1498952943,19120112,"""SOUTH CHINA MORNING POST.""",South China Morning Post Ltd.,1912
1498940115,19111027,"THE OXYGEN & DRUM Co., Ltd., OF LONDON",South China Morning Post Ltd.,1911
1756762010,19300428,SENNET FRERES JEWELLERS,South China Morning Post Ltd.,1930
1756956869,19300401,RONSON DE-LIGHT,South China Morning Post Ltd.,1930
1756955599,19300325,SENNET FRERES,South China Morning Post Ltd.,1930
1538774272,19300715,Thompson's MALTED MILK,South China Morning Post Ltd.,1930
1756956034,19300405,SENNET FRERES,South China Morning Post Ltd.,1930
1756767066,19300526,SENNET FRERES,South China Morning Post Ltd.,1930
1754573294,19290326,SENNET FRERES,South China Morning Post Ltd.,1929
1499914747,19240318,Pathe - Baby,South China Morning Post Ltd.,1924
1500229256,19160201,JAPANESE ENTERPRISE,South China Morning Post Ltd.,1916
1756790165,19300910,SENNET FRERES,South China Morning Post Ltd.,1930
1321460344,19290508,Display Ad 25 -- No Title,The China Press,1929
1756790627,19300911,DOLLAR STEAMSHIP LINES AND AMERICAN MAIL LINE,South China Morning Post Ltd.,1930
1756955536,19300320,SENNET FRERES,South China Morning Post Ltd.,1930
1369992842,19410219,Other 6 -- No Title,The North China Herald,1941
1369508952,19000829,Display Ad 13 -- No Title,The North China Herald,1900
1418744979,19000815,Display Ad 9 -- No Title,The North China Herald,1900
1420005954,19261023,MILLIONAIRE'S TRAGIC DEATH,The North China Herald,1926
1754569039,19290312,"CALDBECK, MACGREGOR & CO., Ltd.",South China Morning Post Ltd.,1929
1499511987,19191204,POLICE COURTS,South China Morning Post Ltd.,1919
1756769221,19300604,SENNET FRERES,South China Morning Post Ltd.,1930
1756960302,19300709,PRICKLY HEAT LOTION,South China Morning Post Ltd.,1930
1754568188,19290305,"CALDBECK, MACGREGOR & Co., Ltd.",South China Morning Post Ltd.,1929
1756767720,19300530,SENNET FRERES,South China Morning Post Ltd.,1930
1756802255,19301024,AJI-NO-MOTO,South China Morning Post Ltd.,1930
1754409260,19261018,MILLIONAIRE DROWNED,South China Morning Post Ltd.,1926
1499992540,19250223,DAW SEM & CO's Condiments,South China Morning Post Ltd.,1925
1499939981,19241122,Carnation Milk,South China Morning Post Ltd.,1924
1538800235,19401015,SHE-KO,South China Morning Post Ltd.,1940
1756805749,19301106,Thompson's,South China Morning Post Ltd.,1930
1756807221,19301120,THE EXCELSIOR CO.,South China Morning Post Ltd.,1930
1756958272,19300412,AJI-NO-MOTO,South China Morning Post Ltd.,1930
1754560530,19290213,"Mustard & Co., Ltd.",South China Morning Post Ltd.,1929
1759897500,19371127,DECREE FOR HUSBAND,South China Morning Post Ltd.,1937
1759697808,19360502,"CONNELL BROTHERS, LTD., Dept. 16433, Post Office Box 88, Hongkong, China",South China Morning Post Ltd.,1936
1760465771,19390520,ROYAL CHOCOLATE PUDDING,South China Morning Post Ltd.,1939
1756771036,19300611,AJI-NO-MOTO,South China Morning Post Ltd.,1930
1759714571,19360606,"CONNELL BROTHERS, LTD.",South China Morning Post Ltd.,1936
1764484037,19400829,TREASURE HOUSE,South China Morning Post Ltd.,1940
1760125412,19400112,CHASE & SANBORN COFFEE,South China Morning Post Ltd.,1940
1760432265,19390805,Connell Brothers Co. Ltd.,South China Morning Post Ltd.,1939
1760128362,19400120,FLEISCHMANN'S New High-Vitamin Yeast,South China Morning Post Ltd.,1940
1756960590,19300624,AU PETIT LOUVRE,South China Morning Post Ltd.,1930
1759714603,19360530,REFRESHING FRUIT,South China Morning Post Ltd.,1936
1759699527,19360320,TANGEE,South China Morning Post Ltd.,1936
1759698810,19360506,NESTLE'S FULL CREAM,South China Morning Post Ltd.,1936
1756766323,19300519,AJI-NO-MOTO ESSENCE of TASTE,South China Morning Post Ltd.,1930
1766447475,19480504,H. CORRA LIMITED,South China Morning Post Ltd.,1948
1764779195,19501111,Princess Elizabeth For Greece,South China Morning Post Ltd.,1950
1756962033,19300322,The World's Greatest Lighter. RONSON DE-LIGHT,South China Morning Post Ltd.,1930
1764442550,19400424,FLEISCHMANN'S New High-Vitamin Yeast,South China Morning Post Ltd.,1940
1757329039,19310930,Quaker Oats,South China Morning Post Ltd.,1931
1759971200,19380224,DANGEROUS ACTION,South China Morning Post Ltd.,1938
1766486444,19481222,AVOSET,South China Morning Post Ltd.,1948
1764578173,19471216,AVOSET,South China Morning Post Ltd.,1947
1766469819,19480823,Sole Agents: H. CORRA LTD.,South China Morning Post Ltd.,1948
1766638641,19500426,LANE CRAWFORD LIMITED,South China Morning Post Ltd.,1950
1760445953,19390724,Princess Leaves Sick Bed For Bankruptcy Court,South China Morning Post Ltd.,1939
1766493492,19490121,"H. CORRA, LTD.",South China Morning Post Ltd.,1949
1766422503,19480403,H. CORRA LTD.,South China Morning Post Ltd.,1948
1420003059,19251226,STRIKES THREATENING IN CHAPEI,The North China Herald,1925
1369487372,19060216,THE MIXED COURT,The North China Herald,1906
1369943875,19190823,FRIGHTFULNESS IN SHANGHAI,The North China Herald,1919
1369522700,19110106,S.S.P.C.A.,The North China Herald,1911
